Block_paper,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,TrialNumber_total,Blocks_Control1.thisRepN,Blocks_Control1.thisTrialN,Blocks_Control1.thisN,Blocks_Control1.thisIndex,trials_Control1.thisRepN,trials_Control1.thisTrialN,trials_Control1.thisN,trials_Control1.thisIndex,Blocks_TMTA1.thisRepN,Blocks_TMTA1.thisTrialN,Blocks_TMTA1.thisN,Blocks_TMTA1.thisIndex,trials_TMTA1.thisRepN,trials_TMTA1.thisTrialN,trials_TMTA1.thisN,trials_TMTA1.thisIndex,Blocks_Control2.thisRepN,Blocks_Control2.thisTrialN,Blocks_Control2.thisN,Blocks_Control2.thisIndex,trials_Control2.thisRepN,trials_Control2.thisTrialN,trials_Control2.thisN,trials_Control2.thisIndex,Blocks_TMTB1.thisRepN,Blocks_TMTB1.thisTrialN,Blocks_TMTB1.thisN,Blocks_TMTB1.thisIndex,trials_TMTB1.thisRepN,trials_TMTB1.thisTrialN,trials_TMTB1.thisN,trials_TMTB1.thisIndex,Blocks_Control3.thisRepN,Blocks_Control3.thisTrialN,Blocks_Control3.thisN,Blocks_Control3.thisIndex,trials_Control3.thisRepN,trials_Control3.thisTrialN,trials_Control3.thisN,trials_Control3.thisIndex,Blocks_TMTA2.thisRepN,Blocks_TMTA2.thisTrialN,Blocks_TMTA2.thisN,Blocks_TMTA2.thisIndex,trials_TMTA2.thisRepN,trials_TMTA2.thisTrialN,trials_TMTA2.thisN,trials_TMTA2.thisIndex,Blocks_Control4.thisRepN,Blocks_Control4.thisTrialN,Blocks_Control4.thisN,Blocks_Control4.thisIndex,trials_Control4.thisRepN,trials_Control4.thisTrialN,trials_Control4.thisN,trials_Control4.thisIndex,Blocks_TMTB2.thisRepN,Blocks_TMTB2.thisTrialN,Blocks_TMTB2.thisN,Blocks_TMTB2.thisIndex,trials_TMTB2.thisRepN,trials_TMTB2.thisTrialN,trials_TMTB2.thisN,trials_TMTB2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,text_2.started,text_2.stopped,Attempts,First_attempt,ResponseClock,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,Info2.started,Info2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
B2,650:676,C,['3'],3,Images/TMTstop-B_1_2linestimulus3.png,Images/TMTstop-B_1_2greenlinestimulus3.png,Images/TMTstop-B_1_2redlinestimulus3.png,TMT_B,B2,31,None,4.0,631,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,224.16794590000063,264.7731325000059,None,"['2', '3']",1,"[-0.04584999999497086, 0.049569199967663735]",264.7731325000059,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,4,['2'],2,Images/TMTstop-B_1_2linestimulus4.png,Images/TMTstop-B_1_2greenlinestimulus4.png,Images/TMTstop-B_1_2redlinestimulus4.png,TMT_B,B2,32,None,4.0,632,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,224.37108140002238,264.8792221000185,None,"['1', '2']",1,"[0.08478730003116652, 0.13702379999449477]",264.8792221000185,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,D,['1'],1,Images/TMTstop-B_1_2linestimulus5.png,Images/TMTstop-B_1_2greenlinestimulus5.png,Images/TMTstop-B_1_2redlinestimulus5.png,TMT_B,B2,33,None,4.0,633,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,224.57698750001146,265.0853173999931,None,"['3', '1']",1,"[-0.0020564000005833805, 0.1509016999625601]",265.0853173999931,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,5,['2'],2,Images/TMTstop-B_1_2linestimulus6.png,Images/TMTstop-B_1_2greenlinestimulus6.png,Images/TMTstop-B_1_2redlinestimulus6.png,TMT_B,B2,34,None,4.0,634,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,224.62704490002943,265.2854435000336,None,['2'],1,[-0.029145599983166903],265.2854435000336,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,E,['3'],3,Images/TMTstop-B_1_2linestimulus7.png,Images/TMTstop-B_1_2greenlinestimulus7.png,Images/TMTstop-B_1_2redlinestimulus7.png,TMT_B,B2,35,None,4.0,635,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,224.7120793000213,265.33555419999175,None,['3'],1,[0.02838900004280731],265.33555419999175,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,6,['1'],1,Images/TMTstop-B_1_2linestimulus8.png,Images/TMTstop-B_1_2greenlinestimulus8.png,Images/TMTstop-B_1_2redlinestimulus8.png,TMT_B,B2,36,None,4.0,636,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,224.86608230002457,265.423624499992,None,['1'],1,[0.10164680000161752],265.423624499992,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,F,['3'],3,Images/TMTstop-B_1_2linestimulus9.png,Images/TMTstop-B_1_2greenlinestimulus9.png,Images/TMTstop-B_1_2redlinestimulus9.png,TMT_B,B2,37,None,4.0,637,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,225.03908200003207,265.57421140000224,None,"['2', '3']",1,"[0.01024959998903796, 0.0845532999956049]",265.57421140000224,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,7,['1'],1,Images/TMTstop-B_1_2linestimulus10.png,Images/TMTstop-B_1_2greenlinestimulus10.png,Images/TMTstop-B_1_2redlinestimulus10.png,TMT_B,B2,38,None,4.0,638,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,225.20998660003534,265.7517175000394,None,['1'],1,[0.11069859995041043],265.7517175000394,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,G,['2'],2,Images/TMTstop-B_1_2linestimulus11.png,Images/TMTstop-B_1_2greenlinestimulus11.png,Images/TMTstop-B_1_2redlinestimulus11.png,TMT_B,B2,39,None,4.0,639,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,225.25991369999247,265.9180402000202,None,['2'],1,[-0.017382999998517334],265.9180402000202,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,8,['1'],1,Images/TMTstop-B_1_2linestimulus12.png,Images/TMTstop-B_1_2greenlinestimulus12.png,Images/TMTstop-B_1_2redlinestimulus12.png,TMT_B,B2,40,None,4.0,640,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,225.58407530002296,265.9686206000042,None,"['3', '1']",1,"[0.061678199970629066, 0.25783779995981604]",265.9686206000042,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,H,['2'],2,Images/TMTstop-B_1_2linestimulus13.png,Images/TMTstop-B_1_2greenlinestimulus13.png,Images/TMTstop-B_1_2redlinestimulus13.png,TMT_B,B2,41,None,4.0,641,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,225.63405300001614,266.2920694000204,None,['2'],1,[-0.03645670000696555],266.2920694000204,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,9,['3'],3,Images/TMTstop-B_1_2linestimulus14.png,Images/TMTstop-B_1_2greenlinestimulus14.png,Images/TMTstop-B_1_2redlinestimulus14.png,TMT_B,B2,42,None,4.0,642,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,225.75124750001123,266.3418008000008,None,['3'],1,[0.05474839999806136],266.3418008000008,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,I,['1'],1,Images/TMTstop-B_1_2linestimulus15.png,Images/TMTstop-B_1_2greenlinestimulus15.png,Images/TMTstop-B_1_2redlinestimulus15.png,TMT_B,B2,43,None,4.0,643,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,225.91708099999232,266.45882930001244,None,['1'],1,[0.10537689999910071],266.45882930001244,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,10,['2'],2,Images/TMTstop-B_1_2linestimulus16.png,Images/TMTstop-B_1_2greenlinestimulus16.png,Images/TMTstop-B_1_2redlinestimulus16.png,TMT_B,B2,44,None,4.0,644,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,225.98399979999522,266.62590819998877,None,['2'],1,[0.00832070002797991],266.62590819998877,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,J,['1'],1,Images/TMTstop-B_1_2linestimulus17.png,Images/TMTstop-B_1_2greenlinestimulus17.png,Images/TMTstop-B_1_2redlinestimulus17.png,TMT_B,B2,45,None,4.0,645,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,226.61408109997865,266.69253619998926,None,"['3', '1', '2', '3', '1']",1,"[0.052948800032027066, 0.23378930002218112, 0.276779500010889, 0.39490469999145716, 0.5568806999945082]",266.69253619998926,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,11,['3'],3,Images/TMTstop-B_1_2linestimulus18.png,Images/TMTstop-B_1_2greenlinestimulus18.png,Images/TMTstop-B_1_2redlinestimulus18.png,TMT_B,B2,46,None,4.0,646,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,226.76608640002087,267.3212931000162,None,"['2', '3']",1,"[-0.007975200016517192, 0.09606179996626452]",267.3212931000162,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,K,['2'],2,Images/TMTstop-B_1_2linestimulus19.png,Images/TMTstop-B_1_2greenlinestimulus19.png,Images/TMTstop-B_1_2redlinestimulus19.png,TMT_B,B2,47,None,4.0,647,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,227.038052399992,267.47452879999764,None,"['1', '2']",1,"[0.11881499999435619, 0.16965629998594522]",267.47452879999764,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,12,['1'],1,Images/TMTstop-B_1_2linestimulus20.png,Images/TMTstop-B_1_2greenlinestimulus20.png,Images/TMTstop-B_1_2redlinestimulus20.png,TMT_B,B2,48,None,4.0,648,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,227.29505190002965,267.7527446000022,None,"['3', '1']",1,"[-0.008493300003465265, 0.17561450001085177]",267.7527446000022,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,L,['2'],2,Images/TMTstop-B_1_2linestimulus21.png,Images/TMTstop-B_1_2greenlinestimulus21.png,Images/TMTstop-B_1_2redlinestimulus21.png,TMT_B,B2,49,None,4.0,649,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,227.34504899999592,268.00301869999385,None,['2'],1,[-0.013492199999745935],268.00301869999385,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,13,['1'],1,Images/TMTstop-B_1_2linestimulus22.png,Images/TMTstop-B_1_2greenlinestimulus22.png,Images/TMTstop-B_1_2redlinestimulus22.png,TMT_B,B2,50,None,4.0,650,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,228.3172390999971,268.0543934000307,None,"['2', '1']",1,"[0.5984481999767013, 0.8796719999518245]",268.0543934000307,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B2,650:676,None,None,None,Images/TMTstop-B_1_2linestimulus23.png,Images/TMTstop-B_1_2greenlinestimulus23.png,Images/TMTstop-B_1_2redlinestimulus23.png,TMT_B,B2,Feedback_last,None,4.0,Feedback_last,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,269.0257202000357,None,None,1,,269.0257202000357,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,1,['2'],2,Images/TMTstop-B_1_3.png,Images/TMTstop-B_1_3.png,Images/TMTstop-B_1_3.png,TMT_B,B3,51,None,4.0,651,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,233.3214936000295,273.3420494000311,None,"['1', '2']",1,"[0.537007899954915, 0.6272787000052631]",273.3420494000311,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,A,['3'],3,Images/TMTstop-B_1_3.png,Images/TMTstop-B_1_3firstgreen.png,Images/TMTstop-B_1_3firstred.png,TMT_B,B3,52,None,4.0,652,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,233.40540769998915,274.03053420002107,None,['3'],1,[0.0035389999975450337],274.03053420002107,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,2,['2'],2,Images/TMTstop-B_1_3linestimulus0.png,Images/TMTstop-B_1_3greenlinestimulus0.png,Images/TMTstop-B_1_3redlinestimulus0.png,TMT_B,B3,53,None,4.0,653,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,233.62592489999952,274.11398950003786,None,"['1', '2']",1,"[0.11929199995938689, 0.15256079996470362]",274.11398950003786,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,B,['1'],1,Images/TMTstop-B_1_3linestimulus1.png,Images/TMTstop-B_1_3greenlinestimulus1.png,Images/TMTstop-B_1_3redlinestimulus1.png,TMT_B,B3,54,None,4.0,654,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,233.91937479999615,274.3341450000298,None,"['3', '1']",1,"[0.04435160005232319, 0.20624980004504323]",274.3341450000298,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,3,['2'],2,Images/TMTstop-B_1_3linestimulus2.png,Images/TMTstop-B_1_3greenlinestimulus2.png,Images/TMTstop-B_1_3redlinestimulus2.png,TMT_B,B3,55,None,4.0,655,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,233.9794495999813,274.63808370003244,None,['2'],1,[-0.050776899966876954],274.63808370003244,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,C,['3'],3,Images/TMTstop-B_1_3linestimulus3.png,Images/TMTstop-B_1_3greenlinestimulus3.png,Images/TMTstop-B_1_3redlinestimulus3.png,TMT_B,B3,56,None,4.0,656,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,234.06350600003498,274.688581000024,None,['3'],1,[0.0043524999637156725],274.688581000024,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,4,['2'],2,Images/TMTstop-B_1_3linestimulus4.png,Images/TMTstop-B_1_3greenlinestimulus4.png,Images/TMTstop-B_1_3redlinestimulus4.png,TMT_B,B3,57,None,4.0,657,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,234.32033640000736,274.7719309999957,None,"['1', '2']",1,"[0.1404247999889776, 0.18010990001494065]",274.7719309999957,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,D,['3'],3,Images/TMTstop-B_1_3linestimulus5.png,Images/TMTstop-B_1_3greenlinestimulus5.png,Images/TMTstop-B_1_3redlinestimulus5.png,TMT_B,B3,58,None,4.0,658,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,234.40349940001033,275.0286434000009,None,['3'],1,[0.02871520002372563],275.0286434000009,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,5,['1'],1,Images/TMTstop-B_1_3linestimulus6.png,Images/TMTstop-B_1_3greenlinestimulus6.png,Images/TMTstop-B_1_3redlinestimulus6.png,TMT_B,B3,59,None,4.0,659,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,234.75437909999164,275.1115153999999,None,['1'],1,[0.29286740004317835],275.1115153999999,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,E,['3'],3,Images/TMTstop-B_1_3linestimulus7.png,Images/TMTstop-B_1_3greenlinestimulus7.png,Images/TMTstop-B_1_3redlinestimulus7.png,TMT_B,B3,60,None,4.0,660,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,234.91546829999425,275.4702059000265,None,"['2', '3']",1,"[-0.05527430004440248, 0.07090759999118745]",275.4702059000265,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,6,['1'],1,Images/TMTstop-B_1_3linestimulus8.png,Images/TMTstop-B_1_3greenlinestimulus8.png,Images/TMTstop-B_1_3redlinestimulus8.png,TMT_B,B3,61,None,4.0,661,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,235.0733665000298,275.63180390000343,None,['1'],1,[0.09972729999572039],275.63180390000343,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,F,['3'],3,Images/TMTstop-B_1_3linestimulus9.png,Images/TMTstop-B_1_3greenlinestimulus9.png,Images/TMTstop-B_1_3redlinestimulus9.png,TMT_B,B3,62,None,4.0,662,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,235.24550989997806,275.7818596000434,None,"['2', '3']",1,"[0.01683100004447624, 0.12151660001836717]",275.7818596000434,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,7,['2'],2,Images/TMTstop-B_1_3linestimulus10.png,Images/TMTstop-B_1_3greenlinestimulus10.png,Images/TMTstop-B_1_3redlinestimulus10.png,TMT_B,B3,63,None,4.0,663,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,235.46751079999376,275.9590271000052,None,"['1', '2']",1,"[0.10747240000637248, 0.15994660003343597]",275.9590271000052,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,G,['3'],3,Images/TMTstop-B_1_3linestimulus11.png,Images/TMTstop-B_1_3greenlinestimulus11.png,Images/TMTstop-B_1_3redlinestimulus11.png,TMT_B,B3,64,None,4.0,664,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,235.56736699998146,276.17575699998997,None,['3'],1,[0.046613399987109005],276.17575699998997,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,8,['1'],1,Images/TMTstop-B_1_3linestimulus12.png,Images/TMTstop-B_1_3greenlinestimulus12.png,Images/TMTstop-B_1_3redlinestimulus12.png,TMT_B,B3,65,None,4.0,665,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,235.7174918000237,276.2759825999965,None,['1'],1,[0.09338839998235926],276.2759825999965,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,H,['2'],2,Images/TMTstop-B_1_3linestimulus13.png,Images/TMTstop-B_1_3greenlinestimulus13.png,Images/TMTstop-B_1_3redlinestimulus13.png,TMT_B,B3,66,None,4.0,666,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,235.78449380001985,276.4264375999919,None,['2'],1,[0.013952000008430332],276.4264375999919,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,9,['1'],1,Images/TMTstop-B_1_3linestimulus14.png,Images/TMTstop-B_1_3greenlinestimulus14.png,Images/TMTstop-B_1_3redlinestimulus14.png,TMT_B,B3,67,None,4.0,667,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,236.3753344999859,276.4932002000278,None,"['3', '1', '2', '3', '1']",1,"[0.02227449999190867, 0.1987508999882266, 0.2329283999861218, 0.3554770000046119, 0.5202309999731369]",276.4932002000278,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,I,['3'],3,Images/TMTstop-B_1_3linestimulus15.png,Images/TMTstop-B_1_3greenlinestimulus15.png,Images/TMTstop-B_1_3redlinestimulus15.png,TMT_B,B3,68,None,4.0,668,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,236.5654689000221,277.0854774999898,None,"['2', '3']",1,"[0.007879899989347905, 0.09802539995871484]",277.0854774999898,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,10,['2'],2,Images/TMTstop-B_1_3linestimulus16.png,Images/TMTstop-B_1_3greenlinestimulus16.png,Images/TMTstop-B_1_3redlinestimulus16.png,TMT_B,B3,69,None,4.0,669,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,236.8224708000198,277.27297480002744,None,"['1', '2']",1,"[0.09407809999538586, 0.17246490000979975]",277.27297480002744,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,J,['1'],1,Images/TMTstop-B_1_3linestimulus17.png,Images/TMTstop-B_1_3greenlinestimulus17.png,Images/TMTstop-B_1_3redlinestimulus17.png,TMT_B,B3,70,None,4.0,670,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,237.07963250001194,277.53695640002843,None,"['3', '1']",1,"[-0.0016229000175371766, 0.18449580000014976]",277.53695640002843,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,11,['3'],3,Images/TMTstop-B_1_3linestimulus18.png,Images/TMTstop-B_1_3greenlinestimulus18.png,Images/TMTstop-B_1_3redlinestimulus18.png,TMT_B,B3,71,None,4.0,671,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,237.23149480001302,277.7878066000412,None,"['2', '3']",1,"[-0.017390099994372576, 0.09368000004906207]",277.7878066000412,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,K,['1'],1,Images/TMTstop-B_1_3linestimulus19.png,Images/TMTstop-B_1_3greenlinestimulus19.png,Images/TMTstop-B_1_3redlinestimulus19.png,TMT_B,B3,72,None,4.0,672,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,237.4323811000213,277.93992600002093,None,['1'],1,[0.1371318000019528],277.93992600002093,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
B3,676:702,12,['2'],2,Images/TMTstop-B_1_3linestimulus20.png,Images/TMTstop-B_1_3greenlinestimulus20.png,Images/TMTstop-B_1_3redlinestimulus20.png,TMT_B,B3,73,None,4.0,673,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,237.49857549997978,278.1397109000245,None,['2'],1,[0.013729500002227724],278.1397109000245,None,,,,001,2022_Dec_20_1655,TMT_fmri,2021.2.3,59.88583364190807,
